iter	MultiClass
386	1.088538098
387	1.085681279
388	1.082560514
389	1.080285211
390	1.076916471
391	1.073500895
392	1.07128802
393	1.069154582
394	1.065895904
395	1.063871288
396	1.061357023
397	1.058866212
398	1.056451654
399	1.054341833
400	1.051947948
401	1.049255528
402	1.046049763
403	1.044333765
404	1.042729805
405	1.03976144
406	1.036552723
407	1.033664104
408	1.030474085
409	1.027786649
410	1.025627725
411	1.022967566
412	1.020668896
413	1.018310689
414	1.015557363
415	1.012997054
416	1.01020759
417	1.007910563
418	1.005119198
419	1.003181905
420	1.001613181
421	1.000096677
422	0.9973669766
423	0.9955446969
424	0.9928081108
425	0.990947685
426	0.9885572411
427	0.9859296627
428	0.9830559445
429	0.9809737407
430	0.9788054755
431	0.9764778879
432	0.9737095611
433	0.9719618722
434	0.9692640757
435	0.9669811936
436	0.9650695165
437	0.9635198001
438	0.9616578282
439	0.9588710405
440	0.9564895105
441	0.9538780156
442	0.9521988911
443	0.9512854255
444	0.9492101266
445	0.9463794416
446	0.9435684202
447	0.9421600299
448	0.9401838011
449	0.9384474308
450	0.937488563
451	0.9355015865
452	0.9339953882
453	0.9318082172
454	0.9291584404
455	0.9271081338
456	0.9258608882
457	0.9237101853
458	0.9214748194
459	0.9187648775
460	0.9164759451
461	0.9142856569
462	0.9130965382
463	0.9107808133
464	0.9092629422
465	0.9068967666
466	0.9055606875
467	0.9039244363
468	0.9018050247
469	0.9001726065
470	0.8981125363
471	0.8963347882
472	0.894217455
473	0.8929358299
474	0.8918188615
475	0.8906123284
476	0.888442446
477	0.8861682982
478	0.8839535086
479	0.8825049532
480	0.8809118741
481	0.8794679693
482	0.87763449
483	0.8752185463
484	0.8727008077
485	0.8710308853
486	0.869169807
487	0.8675022404
488	0.8662002968
489	0.8644915744
490	0.8624770499
491	0.860589511
492	0.8591150593
493	0.8574960882
494	0.8563145939
495	0.854211336
496	0.8522372638
497	0.8509320218
498	0.8495132451
499	0.8468666519
500	0.8451793403
501	0.8437634247
502	0.8420158862
503	0.8411566506
504	0.8409386309
505	0.8388816243
506	0.8380738476
507	0.8360874819
508	0.8340025562
509	0.8325069533
510	0.8302220096
511	0.8289066242
512	0.8278348193
513	0.826404069
514	0.8251104197
515	0.8238418265
516	0.8222303308
517	0.8204565694
518	0.8184331279
519	0.8172717966
520	0.8158171319
521	0.813911892
522	0.8121469955
523	0.8101578835
524	0.8090040817
525	0.807795888
526	0.8060313572
527	0.8039772866
528	0.8027045593
529	0.8012331216
530	0.7995071386
531	0.7977465429
532	0.7957084962
533	0.7941672951
534	0.7932971409
535	0.7917229041
536	0.7903956882
537	0.7887809196
538	0.7873418198
539	0.785854539
540	0.7842684492
541	0.7828159879
542	0.781361478
543	0.7797634467
544	0.7785013557
545	0.7768937551
546	0.7759578936
547	0.7747568106
548	0.773224783
549	0.7715360728
550	0.7710170873
551	0.7695770842
552	0.7680538293
553	0.7662304488
554	0.764378055
555	0.7625301673
556	0.7610293949
557	0.7597322434
558	0.7578898392
559	0.7562781448
560	0.7544917003
561	0.7529257136
562	0.7517193511
563	0.749963156
564	0.7490170696
565	0.7480222941
566	0.7469634183
567	0.7458268014
568	0.7442119488
569	0.7433329031
570	0.7417941833
571	0.7405977953
572	0.7390331623
573	0.7374268142
574	0.7365540083
575	0.7353332093
576	0.7343609637
577	0.7332082789
578	0.7327643252
579	0.7308030418
580	0.7290835377
581	0.7281295033
582	0.7273018089
583	0.7258129158
584	0.7249581013
585	0.7236901385
586	0.7227876945
587	0.7217302684
588	0.7210289992
589	0.7195864691
590	0.7183904913
591	0.716794254
592	0.715849163
593	0.7145014466
594	0.7130790162
595	0.7117728858
596	0.7102162388
597	0.7091651041
598	0.7078584377
599	0.7065290487
600	0.7058723916
601	0.704848854
602	0.703083049
603	0.7022353763
604	0.7014590013
605	0.6997508521
606	0.6984510888
607	0.6972147792
608	0.6959694107
609	0.6950617997
610	0.6936359275
611	0.6924729548
612	0.6909806418
613	0.69011668
614	0.6892191063
615	0.6877183361
616	0.6865847332
617	0.6853347758
618	0.6838940769
619	0.6827800447
620	0.6817194993
621	0.6812277951
622	0.6796490141
623	0.6786570407
624	0.6771282778
625	0.6758553679
626	0.6754063287
627	0.6746593449
628	0.6733348711
629	0.6724304577
630	0.6709344025
631	0.6704534382
632	0.6692943928
633	0.6679916219
634	0.6667507009
635	0.6658730307
636	0.6645003429
637	0.6630734452
638	0.6616488314
639	0.6604006794
640	0.6587478785
641	0.6574023578
642	0.6565771364
643	0.6553703762
644	0.6542542957
645	0.6529390847
646	0.6515874686
647	0.650754698
648	0.6493633461
649	0.6487167081
650	0.6479305343
651	0.6465180713
652	0.645266149
653	0.6441856081
654	0.6431832528
655	0.641787049
656	0.6409028606
657	0.6396345283
658	0.6386857765
659	0.6381112508
660	0.6366719325
661	0.6359994673
662	0.6348846842
663	0.6339563041
664	0.6328130419
665	0.6317813595
666	0.6305929229
667	0.6297590361
668	0.6290107401
669	0.6279030914
670	0.6269557298
671	0.6260457634
672	0.6252162978
673	0.6241214526
674	0.6229087134
675	0.6223166325
676	0.6209541381
677	0.6200849955
678	0.6191803022
679	0.6178487952
680	0.6170781607
681	0.6159937229
682	0.614508546
683	0.6131251307
684	0.611898564
685	0.6110639671
686	0.6098640884
687	0.6089853689
688	0.6080162499
689	0.606789931
690	0.6059957603
691	0.6045860343
692	0.6038683774
693	0.602714559
694	0.6022282786
695	0.601606312
696	0.6005620881
697	0.5993485994
698	0.5982714865
699	0.597023376
700	0.5963270045
701	0.5952461813
702	0.5943565273
703	0.593440403
704	0.5928786522
705	0.5924423972
706	0.591517088
707	0.5909791674
708	0.5902926809
709	0.589850465
710	0.5889702349
711	0.5879547354
712	0.5869036929
713	0.5855935325
714	0.5850299725
715	0.5841974046
716	0.5836612502
717	0.582585711
718	0.581934078
719	0.5813163257
720	0.5801371096
721	0.5793745138
722	0.5783355766
723	0.5774782014
724	0.5766942768
725	0.575451866
726	0.5747353863
727	0.5740070667
728	0.5732849157
729	0.5722486003
730	0.571143403
731	0.5703770138
732	0.5693427257
733	0.5683760114
734	0.5675141812
735	0.5665507236
736	0.5657808678
737	0.5650737045
738	0.5642489626
739	0.5633952922
740	0.5628666842
741	0.5623169424
742	0.5612787331
743	0.5606019356
744	0.5600090043
745	0.5591161408
746	0.5582885999
747	0.5573433631
748	0.5567162105
749	0.5560970169
750	0.5553184184
751	0.5546253623
752	0.554172777
753	0.553547031
754	0.5526373997
755	0.5518255295
756	0.5508026141
757	0.5495279027
758	0.5487572855
759	0.5477333398
760	0.5469957221
761	0.5460398358
762	0.5449711267
763	0.5440313915
764	0.5433217769
765	0.543069045
766	0.5421902459
767	0.5418575932
768	0.5409932328
769	0.5401069093
770	0.5394835469
771	0.5385837003
772	0.538237667
773	0.5372615369
774	0.5363012407
775	0.5358641166
776	0.5347732232
777	0.534296317
778	0.533507991
779	0.532519713
780	0.5317725514
781	0.530774686
782	0.5300222115
783	0.5297201389
784	0.5291059097
785	0.5289994441
786	0.5282436858
787	0.5275237441
788	0.526775483
789	0.5260636793
790	0.525246422
791	0.5245934819
792	0.5242628074
793	0.5234657829
794	0.5226749771
795	0.5217901209
796	0.5208303931
797	0.5200264774
798	0.5194402838
799	0.5184802671
800	0.5179683825
801	0.5170925643
802	0.5163317664
803	0.5154272573
804	0.515010693
805	0.5142406586
806	0.5133812069
807	0.5126354764
808	0.5122621423
809	0.5117997294
810	0.5113066338
811	0.510358043
812	0.5094432562
813	0.5086891022
814	0.5081289775
815	0.507222405
816	0.5065302378
817	0.506401872
818	0.5054937485
819	0.504662024
820	0.5040157308
821	0.5032670499
822	0.5026499009
823	0.502159445
824	0.5013765669
825	0.5004336158
826	0.4997033531
827	0.4989969406
828	0.498507531
829	0.497675603
830	0.4969666502
831	0.4964005604
832	0.4958773888
833	0.4949597112
834	0.4944158898
835	0.4939651184
836	0.4931322577
837	0.4927871594
838	0.4925715889
839	0.4918717042
840	0.4913973583
841	0.4907428172
842	0.4905598872
843	0.490027849
844	0.4892642638
845	0.4883680262
846	0.4877127894
847	0.4869712654
848	0.4862859561
849	0.4855918976
850	0.4847530932
851	0.4841435673
852	0.4833536157
853	0.4826548474
854	0.4817796159
855	0.4808331924
856	0.4800921823
857	0.4791709356
858	0.4788960615
859	0.4783157642
860	0.4778295249
861	0.4777143556
862	0.4771026604
863	0.4763100495
864	0.4753928583
865	0.4745038004
866	0.4736733176
867	0.4729592122
868	0.4725767879
869	0.4717045578
870	0.4709964801
871	0.4704953017
872	0.4696868554
873	0.4692358725
874	0.4687747439
875	0.4683246947
876	0.4674801737
877	0.4667921277
878	0.4660267685
879	0.4653161774
880	0.4646904837
881	0.4641631566
882	0.4637526709
883	0.4633254353
884	0.4629610674
885	0.4624757316
886	0.4619166999
887	0.4613373452
888	0.4607897771
889	0.4602331891
890	0.4596590239
891	0.4591435373
892	0.4589361727
893	0.45825653
894	0.4580452096
895	0.4577791452
896	0.4571755092
897	0.4564815212
898	0.4562207018
899	0.4561036584
900	0.45532516
901	0.4545799269
902	0.4540513763
903	0.453757351
904	0.4532220769
905	0.4525325997
906	0.4522655363
907	0.4514520781
908	0.4508898524
909	0.4505245217
910	0.4498769249
911	0.4492619551
912	0.4485894036
913	0.447970252
914	0.4476684216
915	0.4469316399
916	0.4463689979
917	0.4459997915
918	0.4453166141
919	0.4447915667
920	0.4440879749
921	0.443596632
922	0.4428823939
923	0.4423047108
924	0.4416432183
925	0.4414731565
926	0.4409425813
927	0.4403844834
928	0.4402601337
929	0.4397167316
930	0.4389847094
931	0.4386852224
932	0.4385425457
933	0.4381054565
934	0.4377011624
935	0.4375277851
936	0.4367722273
937	0.4363954803
938	0.4358990036
939	0.4356173327
940	0.4349928778
941	0.4344275906
942	0.4339370124
943	0.4336537904
944	0.4333094526
945	0.4327469818
946	0.4324643907
947	0.431926898
948	0.4314236734
949	0.4309420548
950	0.4302496731
951	0.4299904872
952	0.4298663729
953	0.4292995405
954	0.4285756244
955	0.4281291369
956	0.4274875311
957	0.4270657738
958	0.4265132153
959	0.4258937743
960	0.4251599865
961	0.4249668092
962	0.4247775752
963	0.4242836023
964	0.4236773159
965	0.42332951
966	0.4231750905
967	0.4229258332
968	0.4225152893
969	0.4219318036
970	0.4212846909
971	0.4208496483
972	0.4204233918
973	0.4201691022
974	0.419955201
975	0.4194142265
976	0.419213893
977	0.4190593906
978	0.418778394
979	0.4184353671
980	0.4179941164
981	0.4176998196
982	0.4172752904
983	0.4165951937
984	0.4160416485
985	0.4155591516
986	0.4150563353
987	0.4147384632
988	0.4144630631
989	0.414006129
990	0.4137332593
991	0.4132233924
992	0.4126684893
993	0.412150825
994	0.4116455369
995	0.4112654187
996	0.4109671204
997	0.4105757956
998	0.4100499393
999	0.4096802971
